customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
2626-URJFX;Male;0;Yes;Yes;4;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 50,90 ; R$ 225,60 ;Yes
4973-MGTON;Female;0;Yes;No;71;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 84,40 ; R$ 5.969,30 ;No
3682-YEUWS;Male;0;Yes;Yes;10;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check; R$ 24,40 ; R$ 253,90 ;No
1223-UNPKS;Male;0;Yes;Yes;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 20,05 ; R$ 400,00 ;No
2612-RRIDN;Male;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; R$ 81,00 ; R$ 340,85 ;Yes
4735-ASGMA;Male;0;No;No;26;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 98,35 ; R$ 2.515,30 ;Yes
3446-QDSZF;Female;0;No;No;4;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Credit card (automatic); R$ 55,50 ; R$ 227,35 ;No
3669-LVWZB;Male;0;No;No;5;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Mailed check; R$ 51,00 ; R$ 305,95 ;Yes
6892-EZDTG;Female;0;Yes;No;4;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check; R$ 91,65 ; R$ 365,40 ;Yes
5117-IFGPS;Male;1;Yes;No;29;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 84,30 ; R$ 2.357,75 ;No
7379-FNIUJ;Male;0;No;No;2;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check; R$ 100,20 ; R$ 198,50 ;No
1627-AFWVJ;Female;0;No;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 19,40 ; R$ 554,25 ;No
9725-SCPZG;Male;0;No;Yes;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 90,85 ; R$ 90,85 ;Yes
5884-GCYMI;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check; R$ 69,40 ; R$ 69,40 ;Yes
3217-FZDMN;Female;1;No;No;8;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic); R$ 94,45 ; R$ 742,95 ;Yes
4486-EFAEB;Male;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check; R$ 20,40 ; R$ 251,65 ;No
0060-FUALY;Female;0;Yes;No;59;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check; R$ 94,75 ; R$ 5.597,65 ;No
7853-GVUDZ;Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic); R$ 20,15 ; R$ 20,15 ;Yes
7480-QNVZJ;Male;1;No;No;50;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 95,70 ; R$ 4.816,70 ;Yes
6954-OOYZZ;Male;0;Yes;No;18;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic); R$ 44,35 ; R$ 768,05 ;No
7088-FBAWU;Female;0;Yes;Yes;17;Yes;No;DSL;Yes;Yes;No;No;Yes;Yes;Month-to-month;No;Mailed check; R$ 74,55 ; R$ 1.215,80 ;No
8313-AFGBW;Male;0;Yes;No;47;Yes;No;DSL;No;Yes;Yes;No;Yes;Yes;Two year;No;Electronic check; R$ 73,60 ; R$ 3.522,65 ;No
3943-KDREE;Female;0;No;No;26;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic); R$ 74,95 ; R$ 1.834,95 ;Yes
9239-ZBZZV;Female;0;No;No;6;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 47,95 ; R$ 305,10 ;Yes
3097-IDVPU;Male;0;Yes;Yes;19;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic); R$ 50,10 ; R$ 910,45 ;No
4398-HSCJH;Female;0;No;No;3;Yes;Yes;DSL;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check; R$ 63,60 ; R$ 155,65 ;Yes
2197-OMWGI;Female;1;Yes;Yes;68;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check; R$ 53,00 ; R$ 3.656,25 ;No
2303-PJYHN;Female;0;Yes;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic); R$ 19,85 ; R$ 52,00 ;No
9795-VOWON;Male;0;No;No;7;No;No phone service;DSL;No;No;No;No;No;No;One year;Yes;Credit card (automatic); R$ 24,35 ; R$ 150,85 ;No
1237-WIYYZ;Female;0;No;No;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check; R$ 19,55 ; R$ 389,25 ;No
1987-AUELQ;Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic); R$ 25,05 ; R$ 1.873,70 ;No
7852-LECYP;Male;1;Yes;No;13;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;No;Credit card (automatic); R$ 93,80 ; R$ 1.261,00 ;No
4430-UZIPO;Male;0;No;No;3;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check; R$ 36,85 ; R$ 108,70 ;Yes
4822-LPTYJ;Male;0;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic); R$ 103,75 ; R$ 7.346,20 ;No
8165-CBKXO;Male;0;Yes;Yes;66;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 56,75 ; R$ 3.708,40 ;No
6527-PZFPV;Male;0;Yes;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic); R$ 20,80 ; R$ 469,65 ;No
4855-SNKMY;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 44,10 ; R$ 44,10 ;Yes
9593-CVZKR;Female;0;Yes;Yes;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check; R$ 24,45 ; R$ 1.385,85 ;No
8595-SIZNC;Female;1;Yes;No;22;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic); R$ 25,60 ; R$ 548,80 ;No
8008-HAWED;Male;0;No;No;14;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 50,75 ; R$ 712,75 ;Yes
7124-UGSUR;Female;1;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic); R$ 104,40 ; R$ 6.405,00 ;Yes
1862-SKORY;Female;1;Yes;No;40;No;No phone service;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check; R$ 39,30 ; R$ 1.637,40 ;Yes
5236-XMZJY;Female;0;No;No;42;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic); R$ 59,65 ; R$ 2.536,55 ;No
4827-DPADN;Female;0;Yes;Yes;72;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic); R$ 83,30 ; R$ 6.042,70 ;No
2694-CIUMO;Female;0;No;No;12;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic); R$ 79,55 ; R$ 958,25 ;No
5846-ABOBJ;Male;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic); R$ 24,45 ; R$ 1.730,65 ;No
1439-LCGVL;Female;0;Yes;No;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; R$ 19,20 ; R$ 459,60 ;No
0909-SDHNU;Female;0;No;Yes;7;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check; R$ 29,80 ; R$ 201,95 ;No
4647-XXZAM;Female;0;Yes;Yes;6;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check; R$ 45,50 ; R$ 285,20 ;No
1502-XFCVR;Female;0;No;No;58;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check; R$ 106,45 ; R$ 6.145,85 ;Yes
7740-KKCXF;Male;0;Yes;No;51;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic); R$ 30,05 ; R$ 1.529,45 ;No
5360-XGYAZ;Male;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic); R$ 65,65 ; R$ 4.664,50 ;No
9692-TUSXH;Female;0;No;No;18;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 96,05 ; R$ 1.740,70 ;Yes
7912-SYRQT;Female;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic); R$ 75,10 ; R$ 552,95 ;Yes
3557-HTYWR;Female;0;No;No;47;Yes;Yes;DSL;Yes;Yes;No;Yes;No;Yes;Two year;No;Mailed check; R$ 74,05 ; R$ 3.496,30 ;No
4816-JBHOV;Male;1;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 44,70 ; R$ 93,70 ;Yes
8920-NAVAY;Male;1;No;No;62;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic); R$ 110,75 ; R$ 7.053,35 ;No
1699-TLDLZ;Female;0;Yes;Yes;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 19,70 ; R$ 301,55 ;No
5600-PDUJF;Male;0;No;No;6;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic); R$ 49,50 ; R$ 312,70 ;No
8292-TYSPY;Male;0;No;No;19;Yes;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic); R$ 55,00 ; R$ 1.046,50 ;Yes
0567-XRHCU;Female;0;Yes;Yes;69;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;Two year;Yes;Credit card (automatic); R$ 43,95 ; R$ 2.960,10 ;No
1867-BDVFH;Male;0;Yes;Yes;11;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 74,35 ; R$ 834,20 ;Yes
2067-QYTCF;Female;0;Yes;No;64;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 111,15 ; R$ 6.953,40 ;No
2359-QWQUL;Female;0;Yes;No;39;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic); R$ 104,70 ; R$ 4.134,85 ;Yes
9103-TCIHJ;Female;0;No;No;15;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check; R$ 55,70 ; R$ 899,80 ;Yes
7407-SUJIZ;Male;0;No;No;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 20,60 ; R$ 541,50 ;No
9150-KPBJQ;Female;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic); R$ 19,65 ; R$ 116,85 ;No
0052-DCKON;Male;0;Yes;No;66;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic); R$ 115,80 ; R$ 7.942,15 ;No
3654-ARMGP;Female;0;No;No;61;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic); R$ 88,65 ; R$ 5.321,25 ;No
9699-UBQFS;Female;1;Yes;No;43;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check; R$ 94,50 ; R$ 4.156,80 ;No
9367-TCUYN;Female;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 20,10 ; R$ 223,60 ;No
1261-FWTTE;Male;1;No;No;23;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic); R$ 34,65 ; R$ 768,45 ;No
3528-HFRIQ;Male;1;Yes;No;71;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic); R$ 52,30 ; R$ 3.765,05 ;No
0708-SJDIS;Female;0;No;No;34;Yes;Yes;DSL;No;No;No;Yes;Yes;No;Month-to-month;No;Mailed check; R$ 65,00 ; R$ 2.157,50 ;No
4140-WJAWW;Female;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic); R$ 19,85 ; R$ 108,05 ;Yes
2073-QBVBI;Female;0;Yes;No;41;No;No phone service;DSL;No;Yes;No;Yes;No;No;One year;No;Mailed check; R$ 35,45 ; R$ 1.391,65 ;No
6928-ONTRW;Female;0;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic); R$ 19,70 ; R$ 1.379,80 ;No
3320-VEOYC;Male;1;No;No;14;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 95,60 ; R$ 1.273,30 ;No
5231-FIQPA;Female;0;No;No;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check; R$ 19,85 ; R$ 810,45 ;No
6617-WLBQC;Female;0;Yes;Yes;23;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;One year;No;Credit card (automatic); R$ 81,85 ; R$ 1.810,85 ;No
2599-CIPQE;Male;0;Yes;Yes;71;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic); R$ 109,30 ; R$ 7.782,85 ;No
6653-CBBOM;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 70,30 ; R$ 70,30 ;Yes
8774-GSBUN;Male;0;Yes;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 25,40 ; R$ 1.797,10 ;No
7326-RIGQZ;Male;0;Yes;Yes;6;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 69,80 ; R$ 377,85 ;No
1401-FTHFQ;Male;0;Yes;Yes;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic); R$ 20,00 ; R$ 445,30 ;No
3247-ZVOUO;Male;1;Yes;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check; R$ 85,55 ; R$ 851,75 ;Yes
0254-FNMCI;Female;0;No;No;72;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check; R$ 109,90 ; R$ 7.624,20 ;No
1848-LBZHY;Female;0;Yes;No;7;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic); R$ 50,30 ; R$ 355,10 ;No
6101-IMRMM;Male;0;No;Yes;6;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check; R$ 94,50 ; R$ 575,45 ;Yes
8118-TJAFG;Male;0;Yes;Yes;9;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 101,50 ; R$ 906,85 ;No
5429-LWCMV;Female;0;No;No;12;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 89,15 ; R$ 1.057,55 ;No
7298-IZWLY;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check; R$ 19,40 ; R$ 19,40 ;No
9758-MFWGD;Female;1;Yes;Yes;48;No;No phone service;DSL;No;Yes;No;No;No;No;One year;No;Bank transfer (automatic); R$ 29,90 ; R$ 1.388,75 ;No
3955-JBZZM;Male;0;No;No;20;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check; R$ 78,80 ; R$ 1.641,30 ;No
1268-ASBGA;Female;1;Yes;No;16;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic); R$ 85,35 ; R$ 1.375,15 ;Yes
8943-URTMR;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check; R$ 79,65 ; R$ 152,70 ;Yes
4815-TUMEQ;Female;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check; R$ 19,30 ; R$ 185,20 ;No
4713-LZDRV;Female;1;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 79,60 ; R$ 195,05 ;Yes
9909-IDLEK;Male;0;Yes;Yes;20;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;No;Mailed check; R$ 96,80 ; R$ 1.826,70 ;No
4092-OFQZS;Male;0;Yes;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; R$ 20,65 ; R$ 417,50 ;No
1561-BWHIN;Male;0;Yes;Yes;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; R$ 19,80 ; R$ 344,50 ;No
4325-NFSKC;Male;1;No;No;19;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; R$ 90,60 ; R$ 1.660,00 ;Yes
9927-DSWDF;Male;0;Yes;No;22;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 104,60 ; R$ 2.180,55 ;No
9500-LTVBP;Female;0;No;No;35;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic); R$ 80,05 ; R$ 2.835,90 ;No
7252-NTGSS;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check; R$ 45,15 ; R$ 45,15 ;No
8149-AIQCG;Male;0;No;No;39;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic); R$ 73,15 ; R$ 2.730,85 ;No
1360-JYXKQ;Female;1;Yes;No;54;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check; R$ 99,10 ; R$ 5.437,10 ;No
2955-PSXOE;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic); R$ 20,20 ; R$ 20,20 ;Yes
7762-URZQH;Male;0;Yes;No;66;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 106,05 ; R$ 6.981,35 ;Yes
0899-WZRSD;Male;0;No;No;56;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check; R$ 105,35 ; R$ 5.794,45 ;No
3255-GRXMG;Male;0;No;Yes;18;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic); R$ 45,65 ; R$ 747,20 ;No
4828-FAZPK;Female;0;Yes;Yes;16;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic); R$ 79,95 ; R$ 1.267,95 ;No
6094-ZIVKX;Female;0;No;No;68;Yes;No;DSL;Yes;No;Yes;No;No;No;One year;Yes;Credit card (automatic); R$ 54,45 ; R$ 3.674,95 ;No
6925-BAYGL;Female;1;Yes;No;53;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic); R$ 25,10 ; R$ 1.275,60 ;No
3262-EIDHV;Female;0;Yes;Yes;72;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic); R$ 84,70 ; R$ 5.893,90 ;No
7354-OIJLX;Male;0;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 75,85 ; R$ 724,65 ;No
1376-HHBDV;Female;0;No;No;30;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check; R$ 48,80 ; R$ 1.536,75 ;No
6907-NZZIJ;Female;0;No;No;36;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 99,15 ; R$ 3.615,60 ;Yes
6133-OZILE;Female;0;No;No;18;No;No phone service;DSL;No;No;Yes;Yes;No;No;Month-to-month;Yes;Electronic check; R$ 35,20 ; R$ 607,30 ;No
4135-FRWKJ;Female;1;Yes;Yes;55;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;One year;No;Electronic check; R$ 76,25 ; R$ 4.154,55 ;No
2911-UREFD;Female;0;Yes;No;39;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check; R$ 55,90 ; R$ 2.184,35 ;Yes
3744-ZRRDZ;Male;0;No;No;21;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 82,35 ; R$ 1.852,85 ;Yes
5673-TIYIB;Male;0;No;No;2;No;No phone service;DSL;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic); R$ 40,40 ; R$ 77,15 ;Yes
6551-ZCOTS;Male;1;No;No;33;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic); R$ 24,90 ; R$ 847,80 ;No
7191-ADRGF;Male;0;Yes;No;44;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic); R$ 54,30 ; R$ 2.390,45 ;No
5018-LXQQG;Female;0;Yes;Yes;30;Yes;No;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic); R$ 66,30 ; R$ 1.923,50 ;No
6892-BOGQE;Female;0;Yes;No;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic); R$ 20,90 ; R$ 1.493,20 ;No
1602-IJQQE;Female;0;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check; R$ 75,35 ; R$ 338,10 ;Yes
4628-WQCQQ;Male;0;No;Yes;35;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;One year;Yes;Electronic check; R$ 85,15 ; R$ 3.030,60 ;Yes
1746-TGTWV;Male;0;Yes;No;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic); R$ 75,35 ; R$ 75,35 ;No
5995-SNNEW;Male;1;Yes;No;23;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 104,45 ; R$ 2.184,85 ;No
8050-WYBND;Female;0;No;Yes;22;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic); R$ 49,45 ; R$ 1.031,40 ;No
2821-WARNZ;Female;0;No;Yes;49;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic); R$ 19,45 ; R$ 921,30 ;No
4879-GZLFH;Female;0;Yes;Yes;42;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 92,15 ; R$ 3.875,40 ;No
1644-IRKSF;Female;0;Yes;Yes;33;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check; R$ 93,80 ; R$ 3.124,50 ;Yes
8314-HTWVE;Female;0;Yes;Yes;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 19,85 ; R$ 144,15 ;No
9402-ROUMJ;Female;0;Yes;Yes;67;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;Yes;One year;Yes;Bank transfer (automatic); R$ 100,25 ; R$ 6.689,00 ;No
2507-QZPQS;Male;0;No;No;15;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;No;Electronic check; R$ 95,70 ; R$ 1.451,10 ;No
7159-NOKYQ;Male;0;Yes;No;67;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Two year;Yes;Electronic check; R$ 93,15 ; R$ 6.368,20 ;No
5707-ZMDJP;Male;0;Yes;Yes;53;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;Two year;Yes;Mailed check; R$ 69,70 ; R$ 3.729,60 ;No
8779-YIQQA;Male;0;Yes;Yes;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; R$ 19,80 ; R$ 350,10 ;No
7136-IHZJA;Female;0;Yes;Yes;40;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Mailed check; R$ 71,35 ; R$ 2.847,20 ;No
8966-OIQHG;Female;0;Yes;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic); R$ 20,75 ; R$ 452,35 ;No
7074-STDCN;Male;0;No;No;39;No;No phone service;DSL;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check; R$ 40,60 ; R$ 1.494,50 ;No
3705-PSNGL;Male;0;No;No;45;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check; R$ 20,40 ; R$ 930,45 ;Yes
8739-QOTTN;Female;0;Yes;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 20,35 ; R$ 41,85 ;No
1399-OUPJN;Female;0;Yes;Yes;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic); R$ 19,75 ; R$ 1.272,05 ;No
0277-BKSQP;Male;0;Yes;Yes;8;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; R$ 54,40 ; R$ 475,10 ;No
