Customer;State;Customer Lifetime Value;Response;Coverage;Education;Effective To Date;EmploymentStatus;Gender;Income;Location Code;Marital Status;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Policy Type;Policy;Renew Offer Type;Sales Channel;Total Claim Amount;Vehicle Class;Vehicle Size
WT21922;Arizona;177.382.012;No;Basic;High School or Below;01/08/2011;Employed;F;65348;Rural;Married;110;35;58;0;2;Corporate Auto;Corporate L1;Offer1;Branch;134.120.531;Sports Car;Medsize
WZ56476;California;6.265.343.299;Yes;Extended;Doctor;1/13/11;Unemployed;F;0;Suburban;Married;84;18;25;1;4;Personal Auto;Personal L3;Offer1;Agent;481.025.786;Four-Door Car;Medsize
PP62909;Oregon;1.216.864.405;No;Basic;Master;2/22/11;Unemployed;F;0;Rural;Single;109;28;96;0;2;Special Auto;Special L2;Offer1;Agent;30.989.755;Sports Car;Medsize
XY57950;California;3.618.432.755;No;Extended;College;2/28/11;Unemployed;M;0;Suburban;Divorced;99;0;71;0;1;Special Auto;Special L2;Offer1;Branch;475.2;Four-Door Car;Medsize
RA97108;Oregon;6.474.826.466;No;Extended;High School or Below;1/13/11;Unemployed;F;0;Suburban;Single;91;21;23;0;3;Personal Auto;Personal L2;Offer3;Call Center;436.8;Four-Door Car;Medsize
LT57545;California;5.575.198.201;No;Basic;College;1/21/11;Medical Leave;F;18892;Rural;Married;73;33;76;0;5;Personal Auto;Personal L2;Offer1;Web;106.814.987;Four-Door Car;Medsize
MM97107;Oregon;3.214.464.957;No;Premium;High School or Below;1/18/11;Medical Leave;M;19066;Suburban;Married;103;5;61;0;2;Personal Auto;Personal L2;Offer1;Agent;494.4;Two-Door Car;Medsize
PO26937;Oregon;8.223.164.916;No;Premium;Bachelor;1/18/11;Employed;M;95102;Rural;Married;101;6;73;0;8;Corporate Auto;Corporate L3;Offer3;Web;94.338.814;Four-Door Car;Medsize
GJ99406;Arizona;7.462.926.263;Yes;Extended;College;1/28/11;Employed;F;70263;Rural;Married;93;30;66;0;5;Corporate Auto;Corporate L2;Offer2;Call Center;7.345.946;Two-Door Car;Small
LU86185;California;9.031.214.859;Yes;Extended;Master;2/23/11;Unemployed;F;0;Suburban;Single;122;15;47;0;9;Corporate Auto;Corporate L2;Offer1;Branch;65.052.179;Sports Car;Medsize
RO82935;Nevada;7.028.940.001;No;Basic;High School or Below;01/12/2011;Medical Leave;F;18120;Suburban;Married;63;34;90;4;2;Personal Auto;Personal L3;Offer1;Web;302.4;Two-Door Car;Small
SC47383;Nevada;7.406.882.612;No;Basic;Bachelor;02/03/2011;Employed;F;38169;Rural;Married;62;18;82;0;2;Corporate Auto;Corporate L2;Offer1;Branch;71.678.412;Four-Door Car;Medsize
LV27997;Oregon;7.582.113.842;Yes;Basic;College;02/03/2011;Employed;M;64801;Urban;Married;64;23;19;0;2;Personal Auto;Personal L2;Offer2;Web;268.471.802;Four-Door Car;Medsize
RJ32720;Arizona;1.071.908.467;No;Extended;College;2/25/11;Employed;F;86036;Suburban;Divorced;90;8;20;3;2;Personal Auto;Personal L3;Offer1;Web;50.126.513;Four-Door Car;Medsize
KR90607;Washington;3.721.390.713;No;Basic;College;2/26/11;Unemployed;F;0;Suburban;Single;101;16;59;0;1;Personal Auto;Personal L1;Offer1;Agent;86.249.778;SUV;Medsize
PZ95949;Arizona;3.528.044.252;Yes;Extended;Doctor;02/01/2011;Employed;M;31278;Suburban;Married;92;24;95;4;1;Personal Auto;Personal L3;Offer1;Branch;441.6;Two-Door Car;Medsize
GI25850;Arizona;1.708.541.462;No;Basic;High School or Below;1/31/11;Employed;F;20053;Rural;Married;62;2;24;1;2;Personal Auto;Personal L3;Offer3;Call Center;9.832.575;Four-Door Car;Medsize
QH60569;California;1.195.539.598;No;Extended;College;1/17/11;Employed;F;71587;Rural;Married;99;1;74;0;2;Personal Auto;Personal L3;Offer1;Agent;133.103.003;Two-Door Car;Medsize
II27516;California;6.366.225.775;Yes;Extended;High School or Below;01/07/2011;Employed;M;44368;Suburban;Married;80;5;72;0;3;Personal Auto;Personal L3;Offer2;Call Center;384;Two-Door Car;Large
QI21338;Oregon;466.922.664;Yes;Premium;High School or Below;2/14/11;Employed;F;76157;Suburban;Married;116;15;80;0;1;Personal Auto;Personal L3;Offer2;Call Center;556.8;Two-Door Car;Small
HG83893;Nevada;9.100.731.403;No;Basic;High School or Below;02/11/2011;Employed;F;59183;Suburban;Married;113;11;91;0;5;Personal Auto;Personal L2;Offer3;Agent;542.4;SUV;Medsize
RN66346;California;1.466.319.646;No;Basic;Master;1/24/11;Employed;M;91015;Rural;Divorced;73;31;30;1;2;Personal Auto;Personal L3;Offer3;Agent;119.062.347;Two-Door Car;Medsize
RS53995;California;7.529.863.445;No;Basic;College;1/17/11;Employed;M;52774;Rural;Married;66;16;26;4;2;Corporate Auto;Corporate L1;Offer2;Web;78.452.298;Two-Door Car;Large
TD90177;Oregon;2.647.519.741;Yes;Basic;College;2/20/11;Employed;M;37876;Urban;Single;69;13;15;0;1;Personal Auto;Personal L2;Offer2;Agent;300.056.383;Four-Door Car;Medsize
FP11025;California;8.072.245.595;No;Basic;Bachelor;01/10/2011;Employed;F;57938;Urban;Married;101;6;36;0;3;Special Auto;Special L3;Offer3;Branch;282.458.203;SUV;Large
SA62385;Oregon;7.644.684.144;No;Extended;High School or Below;01/09/2011;Medical Leave;F;26526;Suburban;Married;99;0;86;0;3;Personal Auto;Personal L3;Offer1;Call Center;523.701.824;Four-Door Car;Medsize
NL68893;California;2.485.109.896;No;Basic;Bachelor;1/21/11;Employed;M;76608;Rural;Married;62;2;2;0;1;Personal Auto;Personal L3;Offer1;Call Center;91.229.768;Four-Door Car;Small
LA31975;Arizona;1.314.449.101;No;Basic;College;1/14/11;Unemployed;M;0;Suburban;Single;194;23;34;0;7;Personal Auto;Personal L3;Offer1;Branch;931.2;Luxury SUV;Small
RM31359;Oregon;3.129.110.699;No;Extended;High School or Below;2/28/11;Employed;F;48056;Suburban;Married;78;15;92;0;1;Corporate Auto;Corporate L3;Offer3;Agent;374.4;Four-Door Car;Small
WM19996;California;8.349.523.082;No;Basic;Bachelor;01/09/2011;Employed;M;45428;Urban;Divorced;109;2;46;1;3;Corporate Auto;Corporate L3;Offer1;Call Center;487.273.964;SUV;Medsize
SU32452;Arizona;3.241.588.659;No;Extended;Bachelor;1/30/11;Employed;F;89196;Rural;Divorced;81;17;52;0;1;Personal Auto;Personal L3;Offer1;Agent;41.182.611;Four-Door Car;Small
MZ79386;California;6.925.182.046;No;Extended;Bachelor;02/05/2011;Employed;F;88893;Rural;Married;86;5;63;0;9;Personal Auto;Personal L3;Offer2;Call Center;7.286.746;Four-Door Car;Small
OY15095;Oregon;5.098.854.489;No;Extended;Bachelor;1/18/11;Unemployed;M;0;Suburban;Single;97;20;9;4;7;Personal Auto;Personal L3;Offer1;Agent;609.046.345;Two-Door Car;Medsize
UV99893;Arizona;2.885.407.442;No;Basic;Bachelor;1/30/11;Employed;F;92722;Rural;Married;72;34;45;1;1;Corporate Auto;Corporate L3;Offer2;Call Center;28.126.402;Two-Door Car;Small
LD48189;Nevada;5.979.724.161;Yes;Extended;High School or Below;02/07/2011;Employed;F;57693;Suburban;Divorced;76;16;56;0;3;Personal Auto;Personal L2;Offer2;Agent;547.2;Four-Door Car;Medsize
EK13316;Arizona;5.416.413.581;No;Basic;Bachelor;02/11/2011;Employed;F;53249;Suburban;Married;67;32;10;0;3;Personal Auto;Personal L3;Offer2;Web;343.340.361;Four-Door Car;Large
FE82005;Oregon;2.345.129.694;No;Basic;Bachelor;2/16/11;Medical Leave;F;26304;Suburban;Single;63;22;93;0;1;Personal Auto;Personal L3;Offer1;Call Center;302.4;Four-Door Car;Medsize
BL44708;California;1.255.695.366;No;Basic;High School or Below;02/07/2011;Unemployed;F;0;Suburban;Single;70;34;10;0;2;Personal Auto;Personal L2;Offer1;Branch;504;Two-Door Car;Small
PQ65328;Oregon;2.839.298.304;No;Basic;High School or Below;02/04/2011;Employed;M;71460;Rural;Married;74;11;77;5;1;Personal Auto;Personal L3;Offer2;Call Center;93.951.709;Four-Door Car;Medsize
AA56476;Arizona;5.595.389.905;Yes;Basic;High School or Below;02/05/2011;Employed;F;74454;Suburban;Single;71;25;29;0;3;Corporate Auto;Corporate L2;Offer2;Call Center;340.8;Four-Door Car;Medsize
BL66157;California;3.979.718.986;No;Extended;Bachelor;02/11/2011;Employed;F;96413;Suburban;Married;99;3;78;0;1;Personal Auto;Personal L2;Offer3;Web;560.045.764;Four-Door Car;Small
SN26999;Oregon;1.092.582.157;No;Extended;High School or Below;2/28/11;Employed;F;98542;Suburban;Single;90;1;93;0;2;Personal Auto;Personal L3;Offer2;Agent;432;Two-Door Car;Small
TS81548;Oregon;5.669.974.517;No;Basic;Master;1/13/11;Employed;F;43416;Suburban;Married;70;7;99;0;5;Personal Auto;Personal L3;Offer3;Branch;336;Four-Door Car;Medsize
DY34902;Oregon;5.168.152.276;No;Basic;High School or Below;01/09/2011;Employed;F;81182;Suburban;Single;64;3;45;0;8;Corporate Auto;Corporate L2;Offer2;Branch;307.2;Four-Door Car;Small
SX75100;Arizona;2.760.476.712;No;Basic;Bachelor;01/09/2011;Employed;M;79065;Urban;Married;69;13;24;0;1;Corporate Auto;Corporate L2;Offer2;Web;290.886.242;Four-Door Car;Medsize
LZ98529;Arizona;1.038.250.368;No;Basic;High School or Below;2/20/11;Retired;M;11721;Suburban;Divorced;102;2;56;2;2;Personal Auto;Personal L2;Offer2;Agent;56.091.624;SUV;Medsize
FM10372;California;3.816.408.655;No;Extended;College;02/06/2011;Employed;F;82414;Rural;Divorced;95;10;85;0;1;Personal Auto;Personal L3;Offer4;Branch;30.423.443;Four-Door Car;Large
QX54666;California;1.117.249.931;No;Basic;High School or Below;1/19/11;Disabled;M;14533;Suburban;Single;63;4;20;0;2;Personal Auto;Personal L3;Offer1;Branch;302.4;Four-Door Car;Medsize
FR48094;Arizona;2.456.816.127;No;Basic;High School or Below;2/15/11;Unemployed;M;0;Suburban;Single;73;15;59;0;1;Personal Auto;Personal L3;Offer4;Branch;525.6;Four-Door Car;Small
FH61723;California;7.480.713.618;No;Basic;Bachelor;01/12/2011;Employed;F;52513;Rural;Married;65;0;76;3;2;Personal Auto;Personal L3;Offer3;Web;91.244.938;Two-Door Car;Medsize
QY83498;Oregon;265.970.565;Yes;Extended;College;2/19/11;Unemployed;F;0;Suburban;Divorced;87;4;4;3;1;Personal Auto;Personal L3;Offer2;Agent;420.041.981;Four-Door Car;Medsize
GC81619;Oregon;4.626.801.093;Yes;Basic;Master;1/16/11;Employed;F;79487;Suburban;Divorced;114;20;87;0;1;Personal Auto;Personal L1;Offer2;Branch;547.2;SUV;Medsize
BD84823;Oregon;1.215.732.992;Yes;Premium;High School or Below;2/27/11;Employed;M;57449;Suburban;Single;103;6;28;0;2;Personal Auto;Personal L2;Offer1;Agent;494.4;Four-Door Car;Medsize
EU78163;California;4.792.509.792;No;Basic;College;2/16/11;Disabled;F;20181;Suburban;Married;66;8;66;2;3;Personal Auto;Personal L2;Offer1;Agent;316.8;Four-Door Car;Medsize
FD34314;Arizona;2.821.352.024;No;Basic;Bachelor;1/19/11;Employed;M;73339;Urban;Married;71;0;61;0;1;Corporate Auto;Corporate L1;Offer2;Web;244.401.453;Four-Door Car;Medsize
HS74723;Arizona;174.416.378;No;Extended;College;1/23/11;Employed;F;80969;Suburban;Married;217;1;80;0;3;Personal Auto;Personal L3;Offer4;Web;1041.6;Luxury SUV;Small
LX27768;Oregon;4.202.663.699;No;Basic;Bachelor;1/14/11;Employed;F;74057;Suburban;Married;105;12;75;1;1;Personal Auto;Personal L2;Offer3;Branch;632.244.063;SUV;Small
YB91420;Oregon;7.851.349.465;No;Basic;Bachelor;02/02/2011;Employed;F;32225;Suburban;Married;66;23;90;0;2;Personal Auto;Personal L1;Offer3;Agent;316.8;Four-Door Car;Medsize
QA45054;Arizona;8.932.317.753;No;Basic;High School or Below;1/18/11;Employed;F;60909;Urban;Married;112;8;94;0;5;Personal Auto;Personal L2;Offer3;Agent;412.106.287;SUV;Small
CO53758;California;5.059.987.477;No;Basic;High School or Below;2/15/11;Employed;M;70999;Suburban;Married;63;5;70;0;3;Corporate Auto;Corporate L2;Offer4;Agent;305.603.239;Four-Door Car;Small
CW57656;Oregon;1.119.601.927;No;Extended;College;01/10/2011;Employed;F;75457;Rural;Married;93;0;79;0;2;Personal Auto;Personal L3;Offer1;Agent;151.572.213;Four-Door Car;Medsize
MR22119;Oregon;4.430.572.112;No;Basic;High School or Below;01/07/2011;Employed;M;24059;Suburban;Married;112;31;17;0;1;Personal Auto;Personal L3;Offer4;Web;537.6;SUV;Medsize
DI22093;California;1.033.043.794;No;Extended;College;01/09/2011;Employed;M;56480;Urban;Married;87;13;62;0;2;Personal Auto;Personal L3;Offer1;Call Center;384.695.536;Four-Door Car;Medsize
PQ35034;Oregon;991.869.966;No;Basic;College;2/28/11;Employed;F;37586;Rural;Divorced;63;29;90;0;2;Corporate Auto;Corporate L3;Offer1;Branch;153.489.143;Two-Door Car;Medsize
XB30904;Arizona;5.876.373.894;No;Basic;High School or Below;02/09/2011;Employed;M;97026;Rural;Married;73;30;66;0;3;Personal Auto;Personal L3;Offer2;Call Center;97.417.808;Two-Door Car;Medsize
VF15321;Washington;2.734.439.188;No;Basic;College;1/15/11;Employed;M;54010;Suburban;Married;69;5;89;0;1;Personal Auto;Personal L2;Offer2;Branch;331.2;Four-Door Car;Medsize
LX71137;Arizona;369.414.876;No;Extended;Bachelor;01/01/2011;Employed;F;87485;Suburban;Divorced;92;12;57;0;1;Personal Auto;Personal L3;Offer3;Branch;441.6;Four-Door Car;Medsize
SI35064;Washington;9.521.676.094;No;Basic;Bachelor;2/17/11;Employed;F;74583;Rural;Married;118;31;20;0;4;Personal Auto;Personal L1;Offer1;Agent;161.210.468;SUV;Medsize
SI26369;Oregon;4.377.532.789;No;Basic;College;2/27/11;Unemployed;M;0;Suburban;Single;64;25;25;0;8;Personal Auto;Personal L3;Offer2;Call Center;460.8;Two-Door Car;Medsize
LD69905;Arizona;6.431.736.287;No;Extended;High School or Below;02/05/2011;Medical Leave;M;21238;Suburban;Married;95;11;38;4;4;Personal Auto;Personal L2;Offer1;Call Center;456;Four-Door Car;Medsize
VY84895;Nevada;6.722.701.247;No;Extended;High School or Below;1/25/11;Unemployed;F;0;Suburban;Single;93;8;48;0;8;Personal Auto;Personal L3;Offer2;Branch;669.6;Four-Door Car;Medsize
UA38043;California;2.397.036.098;Yes;Basic;High School or Below;1/29/11;Retired;F;22283;Suburban;Divorced;65;16;93;0;1;Personal Auto;Personal L2;Offer1;Branch;572.072.106;Four-Door Car;Medsize
WM46083;Arizona;2.393.813.375;No;Basic;Master;2/21/11;Employed;M;58237;Urban;Divorced;63;34;22;3;1;Personal Auto;Personal L2;Offer4;Branch;273.691.831;Two-Door Car;Medsize
GQ57207;California;2.359.423.599;Yes;Basic;Bachelor;01/11/2011;Disabled;F;19864;Suburban;Divorced;63;22;96;0;1;Personal Auto;Personal L2;Offer1;Web;352.394.515;Four-Door Car;Medsize
CQ80529;Oregon;408.081.891;No;Basic;College;2/19/11;Employed;F;57283;Urban;Single;106;9;85;1;1;Personal Auto;Personal L3;Offer3;Web;33.795.778;SUV;Medsize
LN99954;Washington;2.699.968.099;No;Premium;Master;01/09/2011;Unemployed;M;0;Suburban;Divorced;104;33;19;0;2;Personal Auto;Personal L2;Offer3;Branch;62.288.852;Four-Door Car;Medsize
UF36353;Oregon;1.091.420.446;No;Extended;College;01/02/2011;Employed;M;71656;Rural;Married;137;3;88;0;8;Special Auto;Special L3;Offer3;Branch;61.915.326;SUV;Medsize
IZ24763;Nevada;344.586.241;No;Extended;Bachelor;1/20/11;Unemployed;F;0;Suburban;Divorced;94;33;95;0;1;Corporate Auto;Corporate L2;Offer1;Web;590.626.396;Four-Door Car;Small
TU27017;California;662.528.717;No;Extended;Bachelor;2/14/11;Employed;M;41460;Suburban;Married;83;1;54;0;4;Personal Auto;Personal L3;Offer3;Branch;398.4;Four-Door Car;Medsize
WS46887;Washington;2.006.740.315;No;Premium;Bachelor;2/17/11;Employed;F;85165;Urban;Single;101;8;81;0;2;Personal Auto;Personal L2;Offer1;Branch;38.431.404;Four-Door Car;Medsize
GQ32356;Nevada;3.871.778.009;No;Premium;High School or Below;02/06/2011;Unemployed;F;0;Suburban;Single;111;10;75;0;1;Personal Auto;Personal L3;Offer2;Agent;799.2;Four-Door Car;Medsize
PZ81131;California;4.171.300.175;No;Basic;Bachelor;1/17/11;Employed;F;36723;Suburban;Married;106;13;18;1;1;Personal Auto;Personal L3;Offer2;Agent;580.091.966;SUV;Medsize
ZW79814;California;6.689.022.728;Yes;Extended;High School or Below;2/13/11;Employed;M;56980;Suburban;Married;84;33;70;0;7;Personal Auto;Personal L1;Offer2;Agent;599.000.883;Two-Door Car;Medsize
KV79964;Arizona;9.009.219.409;No;Premium;Doctor;2/22/11;Employed;M;32260;Suburban;Married;113;8;99;0;4;Personal Auto;Personal L1;Offer1;Branch;601.124.657;Four-Door Car;Medsize
WE38399;California;4.974.801.539;Yes;Basic;Bachelor;1/18/11;Employed;M;75644;Suburban;Divorced;65;5;68;3;9;Personal Auto;Personal L1;Offer2;Branch;467.803.638;Two-Door Car;Medsize
MI13678;Oregon;2.506.197.852;No;Basic;High School or Below;01/04/2011;Employed;M;92056;Rural;Married;62;21;1;0;1;Personal Auto;Personal L3;Offer2;Branch;89.398.794;Four-Door Car;Medsize
VA63861;California;4.967.544.169;No;Basic;College;1/24/11;Employed;F;28524;Suburban;Married;62;26;45;0;9;Personal Auto;Personal L3;Offer2;Web;297.6;Four-Door Car;Medsize
EH70612;California;19.181.197;No;Basic;College;2/15/11;Unemployed;M;0;Suburban;Single;61;2;54;2;1;Personal Auto;Personal L1;Offer1;Branch;439.2;Two-Door Car;Small
UO40726;Oregon;3.146.037.899;No;Extended;Bachelor;2/21/11;Employed;F;28089;Suburban;Single;82;11;72;1;1;Personal Auto;Personal L2;Offer4;Agent;411.856.297;Two-Door Car;Medsize
ZY49833;California;5.963.174.005;No;Basic;Bachelor;01/06/2011;Employed;F;87020;Urban;Married;74;6;84;0;8;Personal Auto;Personal L2;Offer2;Web;331.116.399;Four-Door Car;Small
HZ47488;California;2.860.747.385;No;Basic;Doctor;2/18/11;Employed;M;27907;Suburban;Divorced;74;3;38;1;1;Personal Auto;Personal L2;Offer3;Call Center;406.439.436;Four-Door Car;Medsize
LP51258;Oregon;285.711.061;No;Basic;Bachelor;1/19/11;Employed;F;91811;Urban;Married;70;1;85;0;1;Personal Auto;Personal L3;Offer1;Call Center;3.337.925;Four-Door Car;Medsize
VW65573;California;7.630.346.461;No;Basic;High School or Below;01/11/2011;Unemployed;M;0;Suburban;Single;111;21;20;0;8;Special Auto;Special L3;Offer1;Agent;799.2;SUV;Large
LV82913;Oregon;5.715.787.663;No;Basic;College;1/19/11;Employed;M;69451;Urban;Married;72;3;93;0;5;Corporate Auto;Corporate L2;Offer2;Web;230.241.775;Four-Door Car;Medsize
OX53879;Arizona;5.113.899.098;No;Basic;Bachelor;2/25/11;Employed;M;92427;Rural;Married;64;2;48;2;3;Personal Auto;Personal L3;Offer1;Call Center;126.049.033;Four-Door Car;Large
QV76563;Arizona;5.070.227.097;No;Basic;Doctor;2/28/11;Unemployed;F;0;Suburban;Divorced;69;8;24;0;6;Personal Auto;Personal L2;Offer4;Agent;331.2;Four-Door Car;Small
CP27565;Oregon;1.203.662.051;Yes;Basic;Bachelor;02/10/2011;Employed;M;44428;Suburban;Single;104;17;61;0;2;Special Auto;Special L3;Offer1;Call Center;499.2;SUV;Medsize
LL56632;Oregon;867.979.601;No;Basic;High School or Below;2/25/11;Employed;F;55842;Suburban;Married;109;4;26;0;3;Personal Auto;Personal L3;Offer2;Agent;703.118.925;SUV;Medsize
ZG88784;Oregon;4.911.458.509;No;Basic;College;01/10/2011;Employed;M;52796;Suburban;Divorced;62;6;17;0;3;Corporate Auto;Corporate L2;Offer4;Call Center;297.6;Four-Door Car;Medsize
FO78512;California;1.742.987.777;No;Basic;Master;01/09/2011;Employed;M;41775;Rural;Married;109;11;80;0;2;Personal Auto;Personal L3;Offer1;Web;104.672.657;Sports Car;Medsize
TX13297;California;2.396.219.292;Yes;Basic;Bachelor;01/10/2011;Unemployed;F;0;Suburban;Married;66;6;71;2;1;Corporate Auto;Corporate L3;Offer2;Call Center;433.160.284;Four-Door Car;Large
RS20615;California;5.671.927.479;No;Basic;High School or Below;1/26/11;Employed;F;34974;Urban;Married;71;7;36;0;3;Special Auto;Special L1;Offer1;Web;315.160.937;Four-Door Car;Medsize
HP77890;Washington;1.441.337.774;No;Basic;College;02/11/2011;Employed;F;56457;Rural;Single;73;27;68;0;2;Personal Auto;Personal L2;Offer3;Web;138.460.771;Four-Door Car;Large
GE45663;Arizona;5.217.513.287;Yes;Basic;Bachelor;2/17/11;Employed;F;39854;Urban;Divorced;66;6;4;0;7;Personal Auto;Personal L3;Offer2;Web;261.930.545;Two-Door Car;Medsize
UW90223;California;2.363.295.991;No;Basic;Bachelor;2/27/11;Employed;F;27839;Suburban;Married;65;20;54;5;1;Personal Auto;Personal L1;Offer3;Agent;312;Two-Door Car;Small
LC58452;California;4.655.605.831;No;Basic;High School or Below;02/10/2011;Employed;M;88240;Suburban;Divorced;117;3;94;0;1;Personal Auto;Personal L1;Offer1;Branch;561.6;SUV;Small
WO25669;Oregon;3.569.217.157;No;Basic;High School or Below;01/05/2011;Unemployed;F;0;Suburban;Married;102;10;90;0;2;Personal Auto;Personal L1;Offer1;Branch;1.123.212.014;SUV;Medsize
NG59515;California;1.024.889.802;No;Extended;College;1/29/11;Employed;M;52693;Suburban;Married;129;1;0;0;5;Personal Auto;Personal L2;Offer1;Branch;619.2;SUV;Medsize
AQ52711;Oregon;6.897.505.859;No;Premium;Bachelor;2/20/11;Employed;F;65337;Suburban;Married;173;9;22;1;1;Personal Auto;Personal L3;Offer1;Agent;830.4;SUV;Large
AU23837;Oregon;501.037.931;No;Basic;Bachelor;1/19/11;Employed;F;64014;Urban;Single;63;26;27;0;7;Corporate Auto;Corporate L3;Offer1;Agent;295.871.784;Four-Door Car;Large
NG62780;Oregon;4.250.282.624;Yes;Basic;High School or Below;1/18/11;Unemployed;F;0;Suburban;Single;61;17;1;1;7;Personal Auto;Personal L2;Offer1;Agent;292.8;Four-Door Car;Small
WW16329;Oregon;1.020.892.761;Yes;Extended;College;2/14/11;Employed;F;35482;Suburban;Married;129;21;59;0;3;Corporate Auto;Corporate L1;Offer1;Branch;619.2;SUV;Medsize
YN46118;Arizona;4.961.574.919;No;Basic;High School or Below;02/05/2011;Employed;F;20951;Suburban;Single;65;2;50;0;5;Personal Auto;Personal L1;Offer2;Branch;312;Four-Door Car;Small
CW77053;Oregon;447.681.416;No;Basic;High School or Below;2/23/11;Unemployed;F;0;Suburban;Divorced;62;22;46;0;3;Personal Auto;Personal L2;Offer2;Agent;297.6;Four-Door Car;Medsize
LX15904;Washington;2.755.221.411;No;Basic;High School or Below;01/06/2011;Employed;F;39393;Suburban;Married;70;24;56;1;1;Special Auto;Special L2;Offer2;Agent;405.883.346;Four-Door Car;Medsize
IN26765;Oregon;8.271.906.799;No;Basic;College;2/27/11;Employed;M;62912;Rural;Married;69;9;89;0;2;Personal Auto;Personal L1;Offer2;Branch;168.358.644;Two-Door Car;Medsize
WR55560;California;5.927.389.227;No;Premium;High School or Below;01/07/2011;Employed;M;33561;Rural;Divorced;152;6;30;0;1;Corporate Auto;Corporate L3;Offer3;Branch;235.316.581;Sports Car;Medsize
JQ70222;Washington;854.830.415;No;Basic;High School or Below;1/13/11;Employed;F;53055;Suburban;Single;112;30;30;2;3;Personal Auto;Personal L1;Offer3;Call Center;537.6;SUV;Small
LU49168;Arizona;212.836.362;No;Basic;High School or Below;2/26/11;Unemployed;M;0;Suburban;Married;63;24;89;0;2;Personal Auto;Personal L3;Offer4;Branch;302.4;Two-Door Car;Large
EN97874;Oregon;6.446.706.674;No;Extended;High School or Below;02/07/2011;Employed;F;55037;Suburban;Married;80;20;88;1;8;Corporate Auto;Corporate L2;Offer3;Agent;481.823.284;Four-Door Car;Medsize
IP76282;Oregon;4.484.254.754;No;Basic;High School or Below;1/29/11;Unemployed;F;0;Suburban;Single;65;22;44;0;8;Personal Auto;Personal L2;Offer4;Agent;463.382.118;Four-Door Car;Medsize
NM18924;Oregon;3.028.668.586;No;Basic;High School or Below;2/14/11;Disabled;F;27587;Rural;Divorced;103;14;34;1;2;Corporate Auto;Corporate L3;Offer1;Call Center;241.141.192;Sports Car;Medsize
NZ98813;California;1.384.016.012;No;Basic;High School or Below;02/11/2011;Medical Leave;F;29658;Suburban;Divorced;119;20;66;0;2;Personal Auto;Personal L3;Offer1;Call Center;571.2;SUV;Medsize
XJ65608;California;5.391.775.844;No;Basic;College;2/26/11;Employed;F;63633;Suburban;Married;68;16;21;1;8;Corporate Auto;Corporate L1;Offer2;Agent;374.024.077;Two-Door Car;Medsize
HI71466;California;3.847.352.801;No;Extended;College;2/25/11;Employed;M;23459;Rural;Married;96;17;19;0;1;Personal Auto;Personal L3;Offer2;Branch;185.070.399;Four-Door Car;Medsize
RO70057;Nevada;6.369.262.355;Yes;Extended;High School or Below;1/20/11;Employed;M;34498;Suburban;Single;83;30;72;0;7;Personal Auto;Personal L1;Offer2;Branch;398.4;Two-Door Car;Small
LT77960;Arizona;53.167.566;No;Basic;College;1/21/11;Employed;F;28559;Suburban;Married;66;5;1;0;5;Corporate Auto;Corporate L3;Offer4;Call Center;427.242.973;Four-Door Car;Medsize
FO13691;Oregon;5.124.218.174;No;Basic;Doctor;1/30/11;Employed;M;73740;Urban;Divorced;64;23;3;0;3;Personal Auto;Personal L3;Offer1;Agent;229.272.206;Two-Door Car;Medsize
IP87756;Washington;4.151.551.337;No;Extended;High School or Below;1/17/11;Unemployed;M;0;Suburban;Single;125;23;64;0;1;Personal Auto;Personal L2;Offer1;Branch;900;SUV;Small
YG37894;California;2.594.905.944;No;Basic;College;02/11/2011;Retired;F;25925;Suburban;Married;72;5;85;3;1;Corporate Auto;Corporate L3;Offer2;Web;660.587.577;Two-Door Car;Small
SR24177;Nevada;5.763.265.424;No;Extended;Bachelor;02/10/2011;Employed;M;31725;Rural;Single;76;31;9;0;5;Personal Auto;Personal L2;Offer1;Agent;177.234;Two-Door Car;Medsize
BS91742;Washington;1.837.057.004;No;Extended;College;1/23/11;Employed;M;49659;Suburban;Divorced;234;31;15;0;9;Personal Auto;Personal L3;Offer3;Web;1684.8;Luxury Car;Large
UJ38473;California;2.192.312.272;No;Basic;Bachelor;01/05/2011;Employed;M;81197;Rural;Married;109;2;42;0;2;Personal Auto;Personal L1;Offer2;Branch;94.731.199;Sports Car;Small
BP54465;Arizona;1.054.665.545;No;Extended;Master;1/14/11;Employed;F;43922;Rural;Married;88;26;88;0;2;Personal Auto;Personal L3;Offer2;Web;108.701.381;Four-Door Car;Medsize
YY12812;Nevada;8.388.717.011;No;Basic;Bachelor;01/02/2011;Employed;F;87123;Rural;Married;69;13;87;0;2;Corporate Auto;Corporate L3;Offer1;Agent;118.468.275;Four-Door Car;Large
HW61722;Oregon;7.188.607.263;No;Basic;Bachelor;1/27/11;Unemployed;F;0;Urban;Married;66;15;24;0;2;Personal Auto;Personal L3;Offer2;Web;278.574.142;Four-Door Car;Medsize
CE17855;Oregon;3.238.929.524;No;Extended;Master;01/02/2011;Employed;F;68745;Suburban;Married;80;5;42;0;1;Personal Auto;Personal L3;Offer4;Branch;473.613.006;Four-Door Car;Medsize
